ID,Título,Entidade,Data de abertura,Última atualização,Status,Prioridade,Requerente - Requerente,Atribuído - Técnico,Categoria,Unnamed: 10,descricao
18 378,Analisar os logs gerados pela controladora Unifi,Entidade raiz,2025-09-05 13:44,2025-09-05 13:44,Em atendimento (atribuído),Média,Requerente_014,Atribuído_023,TI,,"Em um atendimento recente, verificou-se que analisar os logs gerados pela controladora unifi, e o problema impactou diretamente suas tarefas diárias."
17 080,Estrada de acesso ano novo apiário,Entidade raiz,2024-11-25 09:19,2025-09-04 16:44,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"No início da manhã, foi identificado que estrada de acesso ano novo apiário, e o problema impactou diretamente suas tarefas diárias."
18 368,Desenvolver manual que aborde todas as configurações utilizadas na controladora Unifi,Entidade raiz,2025-09-04 09:22,2025-09-04 09:22,Em atendimento (atribuído),Média,Requerente_014,Atribuído_004,TI,,"Em um atendimento recente, verificou-se que desenvolver manual que aborde todas as configurações utilizadas na controladora unifi, e foi necessário suporte técnico para resolução."
18 029,[SERVIÇOS GERAIS] Fechadura/Chave armário,Entidade raiz,2025-06-16 14:32,2025-09-03 08:00,Em atendimento (atribuído),Média,Requerente_005,,INFRA,,"No início da manhã, foi identificado que [serviços gerais] fechadura/chave armário, e a situação causou atraso nas atividades planejadas."
17 223,Substituição dos monitores,Entidade raiz,2025-01-22 14:12,2025-08-27 20:09,Em atendimento (atribuído),Média,Requerente_058,Atribuído_008,TI,,"Durante o expediente, o usuário relatou que substituição dos monitores, e a situação causou atraso nas atividades planejadas."
18 344,Adaptador token wifi,Entidade raiz,2025-08-27 16:32,2025-08-27 16:32,Em atendimento (atribuído),Alta,Requerente_059,,TI,,"Em um atendimento recente, verificou-se que adaptador token wifi, e houve necessidade de intervenção da equipe de TI."
18 309,[SERVIÇOS GERAIS] Instalar câmera e projetor na [SALA],Entidade raiz,2025-08-21 15:12,2025-08-21 15:12,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [serviços gerais] instalar câmera e projetor na [sala], e houve necessidade de intervenção da equipe de TI."
18 300,[SERVIÇOS GERAIS] Alarme de presença do [BLOCO],Entidade raiz,2025-08-21 07:45,2025-08-21 14:23,Pendente,Baixa,Requerente_007,,INFRA,,"Em um atendimento recente, verificou-se que [serviços gerais] alarme de presença do [bloco], e foi necessário suporte técnico para resolução."
18 302,Máquina de vigilância para acesso ao sistema das câmeras,Entidade raiz,2025-08-21 09:34,2025-08-21 09:34,Em atendimento (atribuído),Baixa,Requerente_002,Atribuído_015,TI,,"No início da manhã, foi identificado que máquina de vigilância para acesso ao sistema das câmeras, e o problema impactou diretamente suas tarefas diárias."
16 756,Problemas nos alarmes,Entidade raiz,2024-09-14 13:49,2025-08-21 07:41,Em atendimento (atribuído),Alta,Requerente_047,,INFRA,,"Em um atendimento recente, verificou-se que problemas nos alarmes, e o incidente ocorreu de forma inesperada."
18 291,Solicitação de instalação.,Entidade raiz,2025-08-19 14:41,2025-08-20 18:21,Em atendimento (atribuído),Alta,Requerente_060,Atribuído_008,TI,,"Em um atendimento recente, verificou-se que solicitação de instalação., e houve necessidade de intervenção da equipe de TI."
18 278,Moodle - Erro ao [PESSOA] de Notas,Entidade raiz,2025-08-18 09:20,2025-08-18 14:32,Em atendimento (atribuído),Alta,Requerente_027,Atribuído_008,TI > Sistemas > Moodle,,"Durante o expediente, o usuário relatou que moodle - erro ao [pessoa] de notas, e o incidente ocorreu de forma inesperada."
18 267,não chega sinal no projetor do [SALA],Entidade raiz,2025-08-14 08:46,2025-08-14 08:46,Em atendimento (atribuído),Alta,Requerente_013,Atribuído_005,AUDIOVISUAL+TI,,"Durante o expediente, o usuário relatou que não chega sinal no projetor do [sala], e foi necessário suporte técnico para resolução."
18 068,câmeras de monitoramento-biblioteca,Entidade raiz,2025-06-30 18:09,2025-08-11 08:26,Em atendimento (atribuído),Média,Requerente_061,,INFRA+TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que câmeras de monitoramento-biblioteca, e o incidente ocorreu de forma inesperada."
15 716,[SERVIÇOS GERAIS] Reparo de pinturas,Entidade raiz,2024-03-11 14:47,2025-07-29 14:54,Em atendimento (atribuído),Média,Requerente_002,,INFRA,,"O chamado foi aberto após constatar que [serviços gerais] reparo de pinturas, e o problema impactou diretamente suas tarefas diárias."
12 975,Instalar ou trocar caixas hermeticas,Entidade raiz,2022-03-29 14:27,2025-07-28 10:29,Em atendimento (atribuído),Média,Requerente_056,,INFRA+TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que instalar ou trocar caixas hermeticas, e houve necessidade de intervenção da equipe de TI."
16 428,[SERVIÇOS GERAIS]Fazer retrátil para os cabos de rede [BLOCO] e E,Entidade raiz,2024-07-22 10:58,2025-07-25 08:36,Em atendimento (atribuído),Baixa,Requerente_004,,INFRA,,"Durante o expediente, o usuário relatou que [serviços gerais]fazer retrátil para os cabos de rede [bloco] e e, e o problema impactou diretamente suas tarefas diárias."
18 123,Conferência de usuários com acesso ao sistema de CFTV,Entidade raiz,2025-07-09 20:23,2025-07-10 13:19,Em atendimento (atribuído),Baixa,Requerente_019,Atribuído_024,TI,,"No início da manhã, foi identificado que conferência de usuários com acesso ao sistema de cftv, e houve necessidade de intervenção da equipe de TI."
18 033,[SERVIÇOS GERAIS] Tampa de acrílico para mesa de som,Entidade raiz,2025-06-16 15:18,2025-07-03 08:59,Pendente,Média,Requerente_007,,INFRA,,"Em um atendimento recente, verificou-se que [serviços gerais] tampa de acrílico para mesa de som, e o problema impactou diretamente suas tarefas diárias."
18 060,[CIVIL] Infiltração no Lab [SALA],Entidade raiz,2025-06-26 17:24,2025-06-30 07:31,Em atendimento (atribuído),Alta,Requerente_040,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [civil] infiltração no lab [sala], e houve necessidade de intervenção da equipe de TI."
17 601,[ELÉTRICA] Torneira elétrica na Copa,Entidade raiz,2025-03-27 08:58,2025-06-23 07:34,Pendente,Alta,Requerente_062,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [elétrica] torneira elétrica na copa, e o incidente ocorreu de forma inesperada."
16 971,Câmeras de segurança inoperante,Entidade raiz,2024-10-30 10:46,2025-06-15 21:33,Em atendimento (atribuído),Média,Requerente_007,Atribuído_021,TI,,"Em um atendimento recente, verificou-se que câmeras de segurança inoperante, e houve necessidade de intervenção da equipe de TI."
15 250,Problema CAM-BSDA05,Entidade raiz,2023-11-17 07:46,2025-06-15 21:32,Em atendimento (atribuído),Média,Requerente_063,Atribuído_002,INFRA+TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que problema cam-bsda05, e a situação causou atraso nas atividades planejadas."
17 986,[PESSOA],Entidade raiz,2025-06-10 08:32,2025-06-12 08:18,Em atendimento (atribuído),Baixa,Requerente_027,Atribuído_015,TI,,"Em um atendimento recente, verificou-se que [pessoa], e o problema impactou diretamente suas tarefas diárias."
16 631,Manutenção Laboratórios [SALA]-[SALA]-[SALA]-[SALA]-[SALA]-[SALA],Entidade raiz,2024-08-26 20:48,2025-06-11 21:16,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"Em um atendimento recente, verificou-se que manutenção laboratórios [sala]-[sala]-[sala]-[sala]-[sala]-[sala], e foi necessário suporte técnico para resolução."
17 723,Praticável/ Tablado,Entidade raiz,2025-04-16 11:18,2025-06-04 15:02,Pendente,Média,Requerente_037,,INFRA,,"Em um atendimento recente, verificou-se que praticável/ tablado, e o incidente ocorreu de forma inesperada."
17 948,Demandas para organização do auditório,Entidade raiz,2025-05-30 14:38,2025-05-30 14:38,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"Em um atendimento recente, verificou-se que demandas para organização do auditório, e o incidente ocorreu de forma inesperada."
14 795,Instalação de câmera e ajuste da porta interna do Almoxarifado/Depósito,Entidade raiz,2023-08-02 09:36,2025-05-28 09:39,Em atendimento (atribuído),Média,Requerente_064,Atribuído_025,INFRA+TI,,"O chamado foi aberto após constatar que instalação de câmera e ajuste da porta interna do almoxarifado/depósito, e houve necessidade de intervenção da equipe de TI."
17 860,Computador [ID_ATIVO] -Lab [SALA]- Travado,Entidade raiz,2025-05-19 16:42,2025-05-19 16:42,Em atendimento (atribuído),Média,Requerente_044,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"Durante o expediente, o usuário relatou que computador [id_ativo] -lab [sala]- travado, e houve necessidade de intervenção da equipe de TI."
17 840,[SERVIÇOS GERAIS] Proteção controle de ar condicionado,Entidade raiz,2025-05-14 15:40,2025-05-14 15:40,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"No início da manhã, foi identificado que [serviços gerais] proteção controle de ar condicionado, e foi necessário suporte técnico para resolução."
17 824,Confecção de módulo didático,Entidade raiz,2025-05-12 15:30,2025-05-12 15:30,Em atendimento (atribuído),Média,Requerente_011,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que confecção de módulo didático, e a situação causou atraso nas atividades planejadas."
17 813,Monitor com problemas,Entidade raiz,2025-05-08 16:01,2025-05-08 20:24,Em atendimento (atribuído),Baixa,Requerente_055,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"No início da manhã, foi identificado que monitor com problemas, e o incidente ocorreu de forma inesperada."
17 762,Suporte em atividade cultural estudantes.,Entidade raiz,2025-04-29 09:23,2025-04-29 09:27,Em atendimento (atribuído),Média,Requerente_023,Atribuído_018,CECOM,,"Ao tentar realizar suas atividades, o colaborador percebeu que suporte em atividade cultural estudantes., e o incidente ocorreu de forma inesperada."
16 165,Adequações no laboratório de alimentos ([SALA]),Entidade raiz,2024-05-28 14:59,2025-04-25 07:49,Em atendimento (atribuído),Baixa,Requerente_028,,INFRA,,"Durante o expediente, o usuário relatou que adequações no laboratório de alimentos ([sala]), e a situação causou atraso nas atividades planejadas."
17 125,Requisição de uma geladeira,Entidade raiz,2024-12-05 21:52,2025-04-25 07:24,Em atendimento (atribuído),Baixa,Requerente_065,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que requisição de uma geladeira, e o problema impactou diretamente suas tarefas diárias."
17 649,[SERVIÇOS GERAIS]Trocar persiana biblioteca,Entidade raiz,2025-04-04 09:32,2025-04-25 07:23,Pendente,Média,Requerente_007,,INFRA,,"Durante o expediente, o usuário relatou que [serviços gerais]trocar persiana biblioteca, e foi necessário suporte técnico para resolução."
17 738,Computador não acessa internet,Entidade raiz,2025-04-24 13:06,2025-04-24 13:08,Em atendimento (atribuído),Média,Requerente_066,Atribuído_008,TI,,"No início da manhã, foi identificado que computador não acessa internet, e houve necessidade de intervenção da equipe de TI."
17 422,Notebook [SALA]/[SALA],Entidade raiz,2025-02-25 15:59,2025-04-24 08:42,Em atendimento (atribuído),Média,Requerente_011,Atribuído_008,TI,,"O chamado foi aberto após constatar que notebook [sala]/[sala], e o problema impactou diretamente suas tarefas diárias."
17 640,Câmera de segurança na Fábrica de Software,Entidade raiz,2025-04-02 16:59,2025-04-02 16:59,Em atendimento (atribuído),Alta,Requerente_041,,INFRA+TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que câmera de segurança na fábrica de software, e o problema impactou diretamente suas tarefas diárias."
15 721,[CIVIL] FIXAR REVESTIMENTO CERÂMICO,Entidade raiz,2024-03-11 22:05,2025-04-01 15:03,Em atendimento (atribuído),Média,Requerente_025,,INFRA,,"Em um atendimento recente, verificou-se que [civil] fixar revestimento cerâmico, e o incidente ocorreu de forma inesperada."
17 621,[SERVIÇOS GERAIS] Porta copos,Entidade raiz,2025-03-31 16:44,2025-04-01 08:51,Em atendimento (atribuído),Baixa,Requerente_049,,INFRA,,"O chamado foi aberto após constatar que [serviços gerais] porta copos, e foi necessário suporte técnico para resolução."
17 585,Roçada das entrelinhas de araucária e erva-mate da área agrícola,Entidade raiz,2025-03-24 10:13,2025-03-27 08:00,Em atendimento (atribuído),Baixa,Requerente_047,,INFRA,,"Durante o expediente, o usuário relatou que roçada das entrelinhas de araucária e erva-mate da área agrícola, e a situação causou atraso nas atividades planejadas."
15 696,[SERVIÇOS GERAIS] Armários para laboratório de Segurança do Trabalho,Entidade raiz,2024-03-06 21:12,2025-03-26 10:52,Em atendimento (atribuído),Alta,Requerente_067,,INFRA,,"O chamado foi aberto após constatar que [serviços gerais] armários para laboratório de segurança do trabalho, e a situação causou atraso nas atividades planejadas."
17 572,Mouse da Recepção/Reprografia com Botão Esquerdo,Entidade raiz,2025-03-20 21:33,2025-03-21 12:47,Em atendimento (atribuído),Média,Requerente_024,,TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que mouse da recepção/reprografia com botão esquerdo, e o incidente ocorreu de forma inesperada."
12 250,Problem: sdb: Disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m),Entidade raiz,2021-09-20 18:34,2025-03-19 20:30,Em atendimento (atribuído),Média,Requerente_056,Atribuído_012,TI,,"Durante o expediente, o usuário relatou que problem: sdb: disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m), e o incidente ocorreu de forma inesperada."
17 474,[ELÉTRICA] Instalação dos equipamentos de monitoramento de energia elétrica,Entidade raiz,2025-03-07 15:15,2025-03-07 15:16,Em atendimento (atribuído),Baixa,Requerente_025,,INFRA,,"O chamado foi aberto após constatar que [elétrica] instalação dos equipamentos de monitoramento de energia elétrica, e houve necessidade de intervenção da equipe de TI."
17 473,Infra para sistema de monitoramento de energia elétrica,Entidade raiz,2025-03-07 15:14,2025-03-07 15:14,Em atendimento (atribuído),Baixa,Requerente_025,,TI,,"Durante o expediente, o usuário relatou que infra para sistema de monitoramento de energia elétrica, e o problema impactou diretamente suas tarefas diárias."
17 463,Atualização notebook,Entidade raiz,2025-03-07 07:58,2025-03-07 07:59,Em atendimento (atribuído),Média,Requerente_068,Atribuído_015,TI,,"O chamado foi aberto após constatar que atualização notebook, e foi necessário suporte técnico para resolução."
14 069,Aquisição de filtro,Entidade raiz,2023-01-18 09:10,2025-02-25 08:43,Em atendimento (atribuído),Média,Requerente_002,,INFRA,,"No início da manhã, foi identificado que aquisição de filtro, e a situação causou atraso nas atividades planejadas."
17 248,Estudo técnico para analise de viabilidade de automatização do processo de impressão,Entidade raiz,2025-01-30 14:02,2025-02-24 15:04,Em atendimento (atribuído),Média,Requerente_028,Atribuído_015,TI,,"O chamado foi aberto após constatar que estudo técnico para analise de viabilidade de automatização do processo de impressão, e foi necessário suporte técnico para resolução."
17 292,[SERVIÇOS GERAIS] Confecção de placa,Entidade raiz,2025-02-07 15:06,2025-02-24 15:03,Em atendimento (atribuído),Média,Requerente_002,,INFRA,,"Durante o expediente, o usuário relatou que [serviços gerais] confecção de placa, e o incidente ocorreu de forma inesperada."
15 723,[SERVIÇOS GERAIS] Dispositivos de sinalização viária,Entidade raiz,2024-03-12 08:15,2025-02-17 07:41,Em atendimento (atribuído),Média,Requerente_002,,INFRA,,"No início da manhã, foi identificado que [serviços gerais] dispositivos de sinalização viária, e foi necessário suporte técnico para resolução."
17 325,Upgrade laboratório de redes,Entidade raiz,2025-02-12 11:12,2025-02-13 08:05,Em atendimento (atribuído),Média,Requerente_044,,INFRA+TI,,"No início da manhã, foi identificado que upgrade laboratório de redes, e o problema impactou diretamente suas tarefas diárias."
13 655,[ELÉTRICA] trocar todas as tomadas 220 embutidas de todas as salas e corredores do administrativo para novo padrao,Entidade raiz,2022-09-02 09:53,2025-02-12 07:47,Pendente,Critica,Requerente_069,,INFRA,,"O chamado foi aberto após constatar que [elétrica] trocar todas as tomadas 220 embutidas de todas as salas e corredores do administrativo para novo padrao, e a situação causou atraso nas atividades planejadas."
17 320,[PESSOA] VGA,Entidade raiz,2025-02-11 19:47,2025-02-11 19:47,Em atendimento (atribuído),Muito baixa,Requerente_024,Atribuído_009,TI,,"Durante o expediente, o usuário relatou que [pessoa] vga, e a situação causou atraso nas atividades planejadas."
17 270,Esteira e bikes academia,Entidade raiz,2025-02-05 11:04,2025-02-07 10:11,Em atendimento (atribuído),Alta,Requerente_070,,INFRA,,"Em um atendimento recente, verificou-se que esteira e bikes academia, e foi necessário suporte técnico para resolução."
12 521,[SERVIÇOS GERAIS] Substituir tampoes de condulete e vedação de conduletes externos 4x2,Entidade raiz,2021-11-11 13:51,2025-02-03 10:39,Em atendimento (atribuído),Média,Requerente_056,,INFRA,,"Durante o expediente, o usuário relatou que [serviços gerais] substituir tampoes de condulete e vedação de conduletes externos 4x2, e foi necessário suporte técnico para resolução."
14 040,trocar as tomadas elétricas 220v do datacenter pelo padrão atual,Entidade raiz,2022-12-19 14:53,2025-02-03 09:46,Em atendimento (atribuído),Média,Requerente_056,,INFRA,,"No início da manhã, foi identificado que trocar as tomadas elétricas 220v do datacenter pelo padrão atual, e o incidente ocorreu de forma inesperada."
17 224,Mudança de computadores/Upgrade [SALA]-[SALA]-[SALA]-[SALA]-[SALA],Entidade raiz,2025-01-23 08:18,2025-01-23 08:35,Em atendimento (atribuído),Média,Requerente_019,Atribuído_010,LABORATÓRIOS DE INFORMÁTICA,,"Durante o expediente, o usuário relatou que mudança de computadores/upgrade [sala]-[sala]-[sala]-[sala]-[sala], e o problema impactou diretamente suas tarefas diárias."
17 185,Reposicionamento de câmeras,Entidade raiz,2024-12-30 16:56,2024-12-30 16:56,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"Em um atendimento recente, verificou-se que reposicionamento de câmeras, e o incidente ocorreu de forma inesperada."
15 282,CAM-BLAB12,Entidade raiz,2023-11-23 11:07,2024-12-30 14:27,Em atendimento (atribuído),Média,Requerente_056,Atribuído_012,INFRA+TI,,"No início da manhã, foi identificado que cam-blab12, e o problema impactou diretamente suas tarefas diárias."
17 010,[ELÉTRICA] Instalação de [PESSOA],Entidade raiz,2024-11-07 11:20,2024-12-30 14:26,Em atendimento (atribuído),Média,Requerente_071,,INFRA,,"Durante o expediente, o usuário relatou que [elétrica] instalação de [pessoa], e o incidente ocorreu de forma inesperada."
14 926,Problema de lentidão no servidor de backup,Entidade raiz,2023-08-31 15:57,2024-12-21 14:01,Em atendimento (atribuído),Média,Requerente_056,Atribuído_021,TI,,"O chamado foi aberto após constatar que problema de lentidão no servidor de backup, e foi necessário suporte técnico para resolução."
16 799,[SERVIDOR] - The storage battery has failed,Entidade raiz,2024-09-25 08:15,2024-12-21 14:01,Em atendimento (atribuído),Critica,Requerente_056,Atribuído_012,TI,,"Em um atendimento recente, verificou-se que [servidor] - the storage battery has failed, e o problema impactou diretamente suas tarefas diárias."
16 955,[SERVIÇOS GERAIS] Manutenção preventiva persianas [BLOCO] - Laboratórios,Entidade raiz,2024-10-24 20:29,2024-12-11 13:11,Em atendimento (atribuído),Baixa,Requerente_025,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [serviços gerais] manutenção preventiva persianas [bloco] - laboratórios, e houve necessidade de intervenção da equipe de TI."
16 956,[SERVIÇOS GERAIS] Manutenção preventiva persianas [BLOCO] - Auditório,Entidade raiz,2024-10-24 20:30,2024-12-11 13:10,Em atendimento (atribuído),Baixa,Requerente_025,,INFRA,,"O chamado foi aberto após constatar que [serviços gerais] manutenção preventiva persianas [bloco] - auditório, e o problema impactou diretamente suas tarefas diárias."
16 952,[SERVIÇOS GERAIS] Manutenção preventiva persianas [BLOCO] - Pedagógico,Entidade raiz,2024-10-24 20:23,2024-12-11 13:10,Em atendimento (atribuído),Média,Requerente_025,,INFRA,,"Em um atendimento recente, verificou-se que [serviços gerais] manutenção preventiva persianas [bloco] - pedagógico, e a situação causou atraso nas atividades planejadas."
16 972,Sugestão,Entidade raiz,2024-10-30 10:54,2024-11-14 15:48,Em atendimento (atribuído),Média,Requerente_055,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"No início da manhã, foi identificado que sugestão, e houve necessidade de intervenção da equipe de TI."
16 543,Diagramação de Coletânea de Poemas,Entidade raiz,2024-08-09 16:58,2024-10-23 09:31,Em atendimento (atribuído),Baixa,Requerente_072,Atribuído_007,PROGRAMAÇÃO VISUAL,,"No início da manhã, foi identificado que diagramação de coletânea de poemas, e foi necessário suporte técnico para resolução."
15 618,Instalação do [PESSOA] - [SALA],Entidade raiz,2024-02-22 10:22,2024-10-17 16:34,Em atendimento (atribuído),Alta,Requerente_011,,INFRA+AUDIOVISUAL,,"O chamado foi aberto após constatar que instalação do [pessoa] - [sala], e foi necessário suporte técnico para resolução."
16 916,Fibra otica do LAB5 não ativa,Entidade raiz,2024-10-16 23:55,2024-10-17 07:36,Em atendimento (atribuído),Média,Requerente_056,Atribuído_021,TI,,"Durante o expediente, o usuário relatou que fibra otica do lab5 não ativa, e o incidente ocorreu de forma inesperada."
15 733,[CIVIL] Conserto de forro,Entidade raiz,2024-03-13 14:41,2024-10-14 14:30,Em atendimento (atribuído),Média,Requerente_002,,INFRA,,"Em um atendimento recente, verificou-se que [civil] conserto de forro, e a situação causou atraso nas atividades planejadas."
16 310,[ELÉTRICA] TROCA E INSTALAÇÃO DE LÂMPADAS DE EMERGÊNCIA,Entidade raiz,2024-06-24 21:27,2024-10-14 14:27,Em atendimento (atribuído),Média,Requerente_025,,INFRA,,"No início da manhã, foi identificado que [elétrica] troca e instalação de lâmpadas de emergência, e foi necessário suporte técnico para resolução."
16 235,Manutenção do tampão para condute das tomadas das eletrocalhas dos laboratórios de Informática,Entidade raiz,2024-06-11 15:46,2024-10-02 09:56,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,INFRA+TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que manutenção do tampão para condute das tomadas das eletrocalhas dos laboratórios de informática, e o problema impactou diretamente suas tarefas diárias."
16 412,Teste replicação multicast,Entidade raiz,2024-07-16 09:57,2024-09-26 16:34,Em atendimento (atribuído),Média,Requerente_002,Atribuído_015,TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que teste replicação multicast, e a situação causou atraso nas atividades planejadas."
16 759,Notebook para conselhos de classe,Entidade raiz,2024-09-16 11:09,2024-09-16 11:24,Em atendimento (atribuído),Alta,Requerente_022,,TI,,"O chamado foi aberto após constatar que notebook para conselhos de classe, e a situação causou atraso nas atividades planejadas."
16 609,Incidente com monitor no Lab [SALA],Entidade raiz,2024-08-22 10:59,2024-09-12 19:26,Em atendimento (atribuído),Média,Requerente_073,Atribuído_009,TI,,"Em um atendimento recente, verificou-se que incidente com monitor no lab [sala], e foi necessário suporte técnico para resolução."
16 263,[SERVIÇOS GERAIS] Suporte para colocar panelas na parede,Entidade raiz,2024-06-17 09:03,2024-09-06 09:42,Em atendimento (atribuído),Média,Requerente_071,,INFRA,,"O chamado foi aberto após constatar que [serviços gerais] suporte para colocar panelas na parede, e o problema impactou diretamente suas tarefas diárias."
16 614,[SERVIÇOS GERAIS] Ponto pneumático [SALA],Entidade raiz,2024-08-22 17:02,2024-08-23 07:54,Em atendimento (atribuído),Média,Requerente_011,,INFRA,,"Em um atendimento recente, verificou-se que [serviços gerais] ponto pneumático [sala], e foi necessário suporte técnico para resolução."
16 615,[SERVIÇOS GERAIS] Registro geral de ar comprimido [SALA],Entidade raiz,2024-08-22 17:03,2024-08-23 07:54,Em atendimento (atribuído),Média,Requerente_011,,INFRA,,"No início da manhã, foi identificado que [serviços gerais] registro geral de ar comprimido [sala], e o problema impactou diretamente suas tarefas diárias."
16 507,Docker e WSL,Entidade raiz,2024-08-05 10:45,2024-08-05 16:44,Em atendimento (atribuído),Alta,Requerente_027,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"No início da manhã, foi identificado que docker e wsl, e o problema impactou diretamente suas tarefas diárias."
16 453,[SERVIÇOS GERAIS] Cadeiras quebradas,Entidade raiz,2024-07-29 09:07,2024-08-05 08:10,Pendente,Alta,Requerente_074,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [serviços gerais] cadeiras quebradas, e o problema impactou diretamente suas tarefas diárias."
16 448,[PESSOA] - [ID_ATIVO],Entidade raiz,2024-07-26 15:28,2024-07-26 15:28,Em atendimento (atribuído),Média,Requerente_024,,TI,,"No início da manhã, foi identificado que [pessoa] - [id_ativo], e houve necessidade de intervenção da equipe de TI."
13 893,Manutenção subestação de energia,Entidade raiz,2022-10-26 09:28,2024-07-22 13:25,Em atendimento (atribuído),Alta,Requerente_004,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que manutenção subestação de energia, e a situação causou atraso nas atividades planejadas."
15 900,Teclado alarme ADM,Entidade raiz,2024-04-10 07:22,2024-07-15 07:35,Em atendimento (atribuído),Média,Requerente_004,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que teclado alarme adm, e o problema impactou diretamente suas tarefas diárias."
9 615,Câmera de segurança Laboratório de [PESSOA] ([SALA]),Entidade raiz,2019-05-07 17:02,2024-06-24 08:24,Em atendimento (atribuído),Média,Requerente_028,Atribuído_026,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que câmera de segurança laboratório de [pessoa] ([sala]), e houve necessidade de intervenção da equipe de TI."
14 534,Carrinho da manutenção,Entidade raiz,2023-05-03 10:02,2024-06-04 08:09,Em atendimento (atribuído),Média,Requerente_002,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que carrinho da manutenção, e a situação causou atraso nas atividades planejadas."
13 364,[SERVIÇOS GERAIS] Aquisição de espelhos de parede,Entidade raiz,2022-06-27 08:00,2024-06-04 08:09,Em atendimento (atribuído),Média,Requerente_002,,INFRA,,"Em um atendimento recente, verificou-se que [serviços gerais] aquisição de espelhos de parede, e houve necessidade de intervenção da equipe de TI."
16 086,Lab de redes - Demandas [AP] em reunião e quedas de energia,Entidade raiz,2024-05-13 17:03,2024-05-16 16:40,Em atendimento (atribuído),Média,Requerente_075,Atribuído_027,INFRA+TI,,"O chamado foi aberto após constatar que lab de redes - demandas [ap] em reunião e quedas de energia, e houve necessidade de intervenção da equipe de TI."
16 052,Computador com problemas,Entidade raiz,2024-05-06 07:43,2024-05-07 08:19,Em atendimento (atribuído),Baixa,Requerente_027,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"Em um atendimento recente, verificou-se que computador com problemas, e foi necessário suporte técnico para resolução."
16 033,Criação e Instalação Chrome OS,Entidade raiz,2024-04-30 19:40,2024-04-30 19:45,Em atendimento (atribuído),Baixa,Requerente_024,,TI,,"O chamado foi aberto após constatar que criação e instalação chrome os, e a situação causou atraso nas atividades planejadas."
16 026,Encontrar ferramenta para verificação do estado do [PESSOA],Entidade raiz,2024-04-29 21:02,2024-04-30 14:37,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"No início da manhã, foi identificado que encontrar ferramenta para verificação do estado do [pessoa], e o incidente ocorreu de forma inesperada."
13 228,[ELÉTRICA] Tomadas no Ginásio,Entidade raiz,2022-05-23 08:52,2024-04-25 15:26,Em atendimento (atribuído),Média,Requerente_029,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [elétrica] tomadas no ginásio, e o problema impactou diretamente suas tarefas diárias."
15 987,Solicitação de mais um cabo de rede,Entidade raiz,2024-04-24 17:52,2024-04-24 17:52,Em atendimento (atribuído),Média,Requerente_033,,TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que solicitação de mais um cabo de rede, e houve necessidade de intervenção da equipe de TI."
15 949,Criação de ISO e Clonagem,Entidade raiz,2024-04-18 21:16,2024-04-18 21:16,Em atendimento (atribuído),Média,Requerente_044,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"Durante o expediente, o usuário relatou que criação de iso e clonagem, e houve necessidade de intervenção da equipe de TI."
